Format Version,1.21,Take Name,Outdoor_2018_05_17_2,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-05-17 08.10.51 PM,Total Frames in Take,44265,Total Exported Frames,44265,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1,RigidBody 1
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker
Frame,Time,X,Y,Z,W,X,Y,Z,
20570,171.416667,-0.015436,0.978363,-0.006158,-0.206228,0.816884,0.216351,-0.304903,0.000661
20571,171.425000,-0.015066,0.978368,-0.006276,-0.206228,0.816918,0.216295,-0.304911,0.000626
20572,171.433333,-0.015153,0.978250,-0.006550,-0.206771,0.816784,0.216241,-0.305123,0.000549
20573,171.441667,-0.015438,0.978363,-0.006157,-0.206225,0.816884,0.216352,-0.304902,0.000661
20574,171.450000,-0.014761,0.978251,-0.006675,-0.206792,0.816820,0.216181,-0.305136,0.000513
20575,171.458333,-0.015536,0.978323,-0.006431,-0.206399,0.816710,0.216298,-0.305028,0.000645
20576,171.466667,-0.015537,0.978325,-0.006431,-0.206390,0.816711,0.216298,-0.305026,0.000645
20577,171.475000,-0.015538,0.978327,-0.006430,-0.206382,0.816711,0.216299,-0.305024,0.000644
20578,171.483333,-0.015045,0.978290,-0.006279,-0.206599,0.816953,0.216292,-0.305002,0.000566
20579,171.491667,-0.015151,0.978250,-0.006550,-0.206772,0.816784,0.216240,-0.305123,0.000549
20580,171.500000,-0.015100,0.978402,-0.005667,-0.206080,0.816930,0.216417,-0.304877,0.000664
20581,171.508333,-0.014913,0.978316,-0.006631,-0.206472,0.816791,0.216204,-0.305060,0.000561
20582,171.516667,-0.015168,0.978324,-0.006549,-0.206419,0.816743,0.216242,-0.305039,0.000612
20583,171.525000,-0.015300,0.978314,-0.006507,-0.206459,0.816754,0.216263,-0.305050,0.000598
20584,171.533333,-0.015170,0.978326,-0.006548,-0.206411,0.816744,0.216242,-0.305037,0.000611
20585,171.541667,-0.015537,0.978326,-0.006431,-0.206388,0.816711,0.216298,-0.305025,0.000645
20586,171.550000,-0.015337,0.978726,-0.006651,-0.204489,0.816326,0.216279,-0.304834,0.000069
20587,171.558333,-0.015246,0.978758,-0.006364,-0.204352,0.816508,0.216334,-0.304680,0.000102
20588,171.566667,-0.015561,0.978755,-0.006628,-0.204336,0.816262,0.216320,-0.304798,0.000086
20589,171.575000,-0.015555,0.978752,-0.006631,-0.204351,0.816260,0.216319,-0.304802,0.000088
20590,171.583333,-0.015119,0.978772,-0.006378,-0.204293,0.816491,0.216310,-0.304665,0.000107
20591,171.591667,-0.015441,0.978367,-0.006156,-0.206206,0.816887,0.216353,-0.304898,0.000659
20592,171.600000,-0.015183,0.978460,-0.006768,-0.205764,0.816704,0.216391,-0.304931,0.000684
20593,171.608333,-0.015281,0.978299,-0.006202,-0.206542,0.816911,0.216328,-0.304979,0.000613
20594,171.616667,-0.014321,0.978331,-0.005911,-0.206465,0.817034,0.216299,-0.304989,0.000532
20595,171.625000,-0.015120,0.978773,-0.006378,-0.204292,0.816491,0.216310,-0.304665,0.000107
20596,171.633333,-0.015170,0.978457,-0.006809,-0.205781,0.816719,0.216397,-0.304924,0.000676
20597,171.641667,-0.014887,0.978745,-0.006398,-0.204441,0.816561,0.216267,-0.304700,0.000084
20598,171.650000,-0.015438,0.978368,-0.006158,-0.206205,0.816887,0.216352,-0.304898,0.000659
20599,171.658333,-0.014945,0.978448,-0.006843,-0.205837,0.816747,0.216356,-0.304958,0.000634
20600,171.666667,-0.015284,0.978300,-0.006202,-0.206538,0.816912,0.216328,-0.304978,0.000613
20601,171.675000,-0.014885,0.978744,-0.006397,-0.204443,0.816561,0.216267,-0.304700,0.000084
20602,171.683333,-0.014889,0.978753,-0.006403,-0.204400,0.816566,0.216269,-0.304690,0.000080
20603,171.691667,-0.015301,0.978317,-0.006507,-0.206443,0.816756,0.216263,-0.305046,0.000596
20604,171.700000,-0.015437,0.978363,-0.006158,-0.206225,0.816884,0.216352,-0.304902,0.000661
20605,171.708333,-0.015439,0.978367,-0.006157,-0.206206,0.816886,0.216352,-0.304898,0.000659
20606,171.716667,-0.015440,0.978367,-0.006157,-0.206207,0.816886,0.216352,-0.304898,0.000659
20607,171.725000,-0.015205,0.978356,-0.006233,-0.206277,0.816927,0.216317,-0.304924,0.000613
20608,171.733333,-0.015170,0.978326,-0.006548,-0.206409,0.816744,0.216243,-0.305037,0.000611
20609,171.741667,-0.015120,0.978773,-0.006379,-0.204289,0.816492,0.216310,-0.304664,0.000107
20610,171.750000,-0.015383,0.978260,-0.006475,-0.206708,0.816741,0.216275,-0.305100,0.000597
20611,171.758333,-0.015465,0.978779,-0.006341,-0.204238,0.816439,0.216374,-0.304653,0.000129
20612,171.766667,-0.015440,0.978367,-0.006157,-0.206208,0.816886,0.216352,-0.304899,0.000659
20613,171.775000,-0.014910,0.978317,-0.006632,-0.206468,0.816791,0.216204,-0.305060,0.000560
20614,171.783333,-0.015381,0.978257,-0.006476,-0.206725,0.816739,0.216275,-0.305103,0.000598
20615,171.791667,-0.015535,0.978323,-0.006431,-0.206399,0.816710,0.216298,-0.305027,0.000646
20616,171.800000,-0.015215,0.978740,-0.006662,-0.204429,0.816309,0.216256,-0.304819,0.000074
20617,171.808333,-0.015384,0.978260,-0.006475,-0.206710,0.816741,0.216275,-0.305100,0.000597
20618,171.816667,-0.014758,0.978248,-0.006676,-0.206806,0.816818,0.216180,-0.305138,0.000514
20619,171.825000,-0.015217,0.978740,-0.006662,-0.204432,0.816309,0.216256,-0.304820,0.000075
20620,171.833333,-0.014749,0.978654,-0.006375,-0.204888,0.816619,0.216238,-0.304796,0.000086
20621,171.841667,-0.015016,0.978261,-0.006593,-0.206729,0.816774,0.216219,-0.305111,0.000563
20622,171.850000,-0.015382,0.978257,-0.006476,-0.206723,0.816739,0.216275,-0.305102,0.000598
20623,171.858333,-0.014885,0.978745,-0.006400,-0.204442,0.816561,0.216267,-0.304700,0.000084
20624,171.866667,-0.014893,0.978748,-0.006397,-0.204427,0.816563,0.216268,-0.304697,0.000083
20625,171.875000,-0.015015,0.978261,-0.006593,-0.206729,0.816774,0.216219,-0.305112,0.000563
20626,171.883333,-0.015330,0.978696,-0.006313,-0.204643,0.816502,0.216343,-0.304741,0.000121
20627,171.891667,-0.014733,0.978407,-0.005784,-0.206080,0.816965,0.216361,-0.304885,0.000629
20628,171.900000,-0.015246,0.978758,-0.006362,-0.204354,0.816508,0.216333,-0.304681,0.000102
20629,171.908333,-0.015440,0.978367,-0.006157,-0.206207,0.816886,0.216352,-0.304899,0.000659
20630,171.916667,-0.015299,0.978316,-0.006508,-0.206450,0.816755,0.216263,-0.305048,0.000597
20631,171.925000,-0.015460,0.978785,-0.006343,-0.204207,0.816443,0.216373,-0.304646,0.000125
20632,171.933333,-0.015538,0.978326,-0.006430,-0.206385,0.816711,0.216298,-0.305025,0.000645
20633,171.941667,-0.015200,0.978354,-0.006234,-0.206287,0.816927,0.216316,-0.304926,0.000613
20634,171.950000,-0.015248,0.978761,-0.006362,-0.204339,0.816510,0.216334,-0.304677,0.000100
20635,171.958333,-0.015438,0.978369,-0.006158,-0.206200,0.816887,0.216352,-0.304897,0.000659
20636,171.966667,-0.015299,0.978316,-0.006508,-0.206450,0.816755,0.216263,-0.305048,0.000597
20637,171.975000,-0.015436,0.978363,-0.006158,-0.206226,0.816884,0.216352,-0.304902,0.000661
20638,171.983333,-0.014760,0.978250,-0.006675,-0.206796,0.816819,0.216181,-0.305137,0.000513
20639,171.991667,-0.015555,0.978752,-0.006630,-0.204349,0.816260,0.216319,-0.304802,0.000088
20640,172.000000,-0.015221,0.978742,-0.006661,-0.204419,0.816311,0.216257,-0.304817,0.000073
20641,172.008333,-0.014987,0.978714,-0.006680,-0.204572,0.816379,0.216214,-0.304852,0.000054
20642,172.016667,-0.015434,0.978364,-0.006159,-0.206223,0.816884,0.216351,-0.304902,0.000660
20643,172.025000,-0.015542,0.978327,-0.006429,-0.206383,0.816712,0.216299,-0.305024,0.000644
20644,172.033333,-0.015340,0.978726,-0.006648,-0.204488,0.816326,0.216280,-0.304834,0.000069
20645,172.041667,-0.015558,0.978754,-0.006630,-0.204338,0.816262,0.216320,-0.304798,0.000087
20646,172.050000,-0.015546,0.978753,-0.006632,-0.204344,0.816260,0.216318,-0.304800,0.000088
20647,172.058333,-0.015017,0.978260,-0.006592,-0.206735,0.816773,0.216219,-0.305113,0.000564
20648,172.066667,-0.015121,0.978773,-0.006376,-0.204290,0.816491,0.216310,-0.304665,0.000107
20649,172.075000,-0.014660,0.978294,-0.006402,-0.206603,0.816989,0.216234,-0.305012,0.000529
20650,172.083333,-0.014911,0.978300,-0.006321,-0.206559,0.816943,0.216271,-0.304990,0.000580
20651,172.091667,-0.015438,0.978363,-0.006158,-0.206225,0.816884,0.216352,-0.304902,0.000660
20652,172.100000,-0.015539,0.978327,-0.006430,-0.206384,0.816711,0.216299,-0.305025,0.000644
20653,172.108333,-0.014809,0.978355,-0.006359,-0.206305,0.816961,0.216257,-0.304938,0.000577
20654,172.116667,-0.015222,0.978743,-0.006661,-0.204417,0.816311,0.216257,-0.304816,0.000073
20655,172.125000,-0.015244,0.978758,-0.006364,-0.204351,0.816509,0.216334,-0.304680,0.000101
20656,172.133333,-0.014813,0.978358,-0.006358,-0.206292,0.816963,0.216258,-0.304935,0.000576
20657,172.141667,-0.015113,0.978670,-0.006333,-0.204786,0.816568,0.216304,-0.304774,0.000099
20658,172.150000,-0.014815,0.978358,-0.006357,-0.206290,0.816963,0.216258,-0.304935,0.000576
20659,172.158333,-0.015558,0.978754,-0.006627,-0.204338,0.816262,0.216319,-0.304798,0.000087
20660,172.166667,-0.015014,0.978256,-0.006593,-0.206752,0.816771,0.216219,-0.305116,0.000565
20661,172.175000,-0.015383,0.978256,-0.006475,-0.206729,0.816739,0.216275,-0.305104,0.000598
20662,172.183333,-0.014909,0.978300,-0.006322,-0.206562,0.816943,0.216271,-0.304991,0.000580
20663,172.191667,-0.015019,0.978260,-0.006592,-0.206734,0.816773,0.216219,-0.305113,0.000564
20664,172.200000,-0.014859,0.978625,-0.006650,-0.205008,0.816439,0.216184,-0.304947,0.000054
20665,172.208333,-0.014911,0.978304,-0.006321,-0.206543,0.816945,0.216272,-0.304987,0.000579
20666,172.216667,-0.015094,0.978655,-0.006628,-0.204850,0.816371,0.216228,-0.304910,0.000073
20667,172.225000,-0.015067,0.978365,-0.006276,-0.206241,0.816917,0.216295,-0.304914,0.000627
20668,172.233333,-0.015461,0.978787,-0.006346,-0.204198,0.816445,0.216373,-0.304643,0.000123
20669,172.241667,-0.015540,0.978327,-0.006430,-0.206381,0.816712,0.216299,-0.305024,0.000644
20670,172.250000,-0.015064,0.978364,-0.006277,-0.206247,0.816916,0.216295,-0.304915,0.000627
20671,172.258333,-0.015547,0.978328,-0.006428,-0.206379,0.816712,0.216300,-0.305023,0.000644
20672,172.266667,-0.015282,0.978299,-0.006202,-0.206542,0.816911,0.216328,-0.304979,0.000613
20673,172.275000,-0.015016,0.978260,-0.006593,-0.206732,0.816773,0.216219,-0.305112,0.000564
20674,172.283333,-0.014910,0.978314,-0.006632,-0.206481,0.816790,0.216204,-0.305062,0.000561
20675,172.291667,-0.015233,0.978740,-0.006659,-0.204431,0.816310,0.216259,-0.304819,0.000074
20676,172.300000,-0.015440,0.978367,-0.006157,-0.206210,0.816886,0.216352,-0.304899,0.000660
20677,172.308333,-0.014758,0.978250,-0.006676,-0.206796,0.816819,0.216180,-0.305136,0.000513
20678,172.316667,-0.015340,0.978726,-0.006646,-0.204491,0.816326,0.216279,-0.304835,0.000069
20679,172.325000,-0.015051,0.978293,-0.006277,-0.206582,0.816955,0.216294,-0.304998,0.000565
20680,172.333333,-0.015168,0.978326,-0.006549,-0.206408,0.816744,0.216242,-0.305037,0.000611
20681,172.341667,-0.015304,0.978314,-0.006506,-0.206458,0.816754,0.216264,-0.305049,0.000597
20682,172.350000,-0.015065,0.978364,-0.006277,-0.206245,0.816916,0.216295,-0.304914,0.000627
20683,172.358333,-0.014911,0.978314,-0.006632,-0.206484,0.816789,0.216204,-0.305063,0.000561
20684,172.366667,-0.015537,0.978323,-0.006431,-0.206400,0.816710,0.216298,-0.305028,0.000645
20685,172.375000,-0.014909,0.978314,-0.006632,-0.206483,0.816789,0.216203,-0.305063,0.000562
20686,172.383333,-0.015199,0.978355,-0.006235,-0.206283,0.816927,0.216316,-0.304925,0.000613
20687,172.391667,-0.015304,0.978317,-0.006506,-0.206447,0.816755,0.216264,-0.305047,0.000597
20688,172.400000,-0.014911,0.978314,-0.006632,-0.206485,0.816789,0.216204,-0.305063,0.000561
20689,172.408333,-0.015555,0.978752,-0.006631,-0.204349,0.816260,0.216319,-0.304801,0.000088
20690,172.416667,-0.015558,0.978755,-0.006631,-0.204336,0.816262,0.216320,-0.304798,0.000087
20691,172.425000,-0.014984,0.978714,-0.006681,-0.204573,0.816379,0.216213,-0.304853,0.000054
20692,172.433333,-0.015563,0.978754,-0.006614,-0.204341,0.816263,0.216318,-0.304800,0.000086
20693,172.441667,-0.015351,0.978726,-0.006646,-0.204489,0.816323,0.216281,-0.304834,0.000070
20694,172.450000,-0.015152,0.978249,-0.006550,-0.206774,0.816784,0.216240,-0.305123,0.000549
20695,172.458333,-0.015425,0.978664,-0.006596,-0.204780,0.816319,0.216289,-0.304895,0.000088
20696,172.466667,-0.014889,0.978745,-0.006396,-0.204440,0.816561,0.216267,-0.304700,0.000084
20697,172.475000,-0.015124,0.978776,-0.006378,-0.204277,0.816494,0.216311,-0.304661,0.000105
20698,172.483333,-0.015202,0.978356,-0.006234,-0.206274,0.816928,0.216317,-0.304923,0.000612
20699,172.491667,-0.015220,0.978741,-0.006662,-0.204424,0.816310,0.216257,-0.304818,0.000074
20700,172.500000,-0.014764,0.978250,-0.006674,-0.206795,0.816819,0.216181,-0.305136,0.000514
20701,172.508333,-0.014910,0.978314,-0.006632,-0.206482,0.816790,0.216204,-0.305063,0.000561
20702,172.516667,-0.014774,0.978685,-0.006160,-0.204742,0.816401,0.216286,-0.304893,0.000079
20703,172.525000,-0.015562,0.978753,-0.006625,-0.204342,0.816262,0.216320,-0.304799,0.000087
20704,172.533333,-0.014889,0.978745,-0.006395,-0.204441,0.816561,0.216267,-0.304700,0.000084
20705,172.541667,-0.014914,0.978317,-0.006631,-0.206470,0.816791,0.216204,-0.305060,0.000560
20706,172.550000,-0.014912,0.978314,-0.006631,-0.206483,0.816790,0.216204,-0.305062,0.000561
20707,172.558333,-0.015545,0.978326,-0.006428,-0.206388,0.816711,0.216300,-0.305025,0.000644
20708,172.566667,-0.015216,0.978740,-0.006661,-0.204430,0.816309,0.216256,-0.304820,0.000074
20709,172.575000,-0.015170,0.978327,-0.006548,-0.206408,0.816744,0.216243,-0.305037,0.000611
20710,172.583333,-0.015339,0.978726,-0.006646,-0.204489,0.816326,0.216279,-0.304834,0.000069
20711,172.591667,-0.015091,0.978654,-0.006628,-0.204852,0.816370,0.216227,-0.304911,0.000073
20712,172.600000,-0.015458,0.978784,-0.006345,-0.204212,0.816442,0.216373,-0.304647,0.000126
20713,172.608333,-0.014914,0.978316,-0.006631,-0.206474,0.816791,0.216204,-0.305061,0.000561
20714,172.616667,-0.015218,0.978740,-0.006662,-0.204430,0.816309,0.216256,-0.304820,0.000074
20715,172.625000,-0.015559,0.978754,-0.006630,-0.204339,0.816262,0.216320,-0.304799,0.000087
20716,172.633333,-0.014917,0.978317,-0.006630,-0.206472,0.816791,0.216205,-0.305060,0.000561
20717,172.641667,-0.015091,0.978652,-0.006631,-0.204861,0.816369,0.216227,-0.304913,0.000074
20718,172.650000,-0.015169,0.978327,-0.006548,-0.206405,0.816745,0.216242,-0.305036,0.000611
20719,172.658333,-0.015559,0.978752,-0.006627,-0.204350,0.816259,0.216319,-0.304802,0.000088
20720,172.666667,-0.014984,0.978715,-0.006679,-0.204569,0.816380,0.216213,-0.304852,0.000054
20721,172.675000,-0.015428,0.978666,-0.006599,-0.204770,0.816322,0.216290,-0.304892,0.000087
20722,172.683333,-0.015009,0.978260,-0.006595,-0.206736,0.816773,0.216218,-0.305113,0.000564
20723,172.691667,-0.014857,0.978625,-0.006648,-0.205006,0.816438,0.216184,-0.304947,0.000054
20724,172.700000,-0.014913,0.978316,-0.006631,-0.206474,0.816791,0.216204,-0.305061,0.000561
20725,172.708333,-0.015165,0.978325,-0.006549,-0.206418,0.816743,0.216242,-0.305039,0.000612
20726,172.716667,-0.014860,0.978625,-0.006650,-0.205007,0.816439,0.216185,-0.304946,0.000054
20727,172.725000,-0.015089,0.978654,-0.006629,-0.204852,0.816370,0.216227,-0.304910,0.000073
20728,172.733333,-0.014859,0.978625,-0.006648,-0.205007,0.816438,0.216184,-0.304947,0.000055
20729,172.741667,-0.015218,0.978741,-0.006662,-0.204427,0.816310,0.216257,-0.304819,0.000074
20730,172.750000,-0.015219,0.978742,-0.006658,-0.204419,0.816310,0.216256,-0.304817,0.000073
20731,172.758333,-0.015170,0.978327,-0.006548,-0.206408,0.816744,0.216242,-0.305037,0.000611
20732,172.766667,-0.015217,0.978741,-0.006661,-0.204427,0.816309,0.216256,-0.304819,0.000074
20733,172.775000,-0.015088,0.978652,-0.006629,-0.204861,0.816368,0.216226,-0.304913,0.000074
20734,172.783333,-0.015215,0.978638,-0.006618,-0.204921,0.816386,0.216251,-0.304928,0.000069
20735,172.791667,-0.015215,0.978639,-0.006616,-0.204916,0.816387,0.216251,-0.304926,0.000068
20736,172.800000,-0.014758,0.978251,-0.006676,-0.206792,0.816820,0.216180,-0.305136,0.000513
20737,172.808333,-0.014438,0.978278,-0.006218,-0.206700,0.816851,0.216240,-0.305123,0.000519
20738,172.816667,-0.015167,0.978325,-0.006549,-0.206417,0.816744,0.216242,-0.305039,0.000611
20739,172.825000,-0.015341,0.978725,-0.006649,-0.204492,0.816325,0.216280,-0.304835,0.000069
20740,172.833333,-0.014981,0.978716,-0.006682,-0.204563,0.816381,0.216213,-0.304850,0.000053
20741,172.841667,-0.014658,0.978293,-0.006403,-0.206610,0.816989,0.216234,-0.305013,0.000529
20742,172.850000,-0.014796,0.978454,-0.006927,-0.205817,0.816751,0.216340,-0.304940,0.000641
20743,172.858333,-0.015456,0.978782,-0.006348,-0.204220,0.816441,0.216373,-0.304649,0.000126
20744,172.866667,-0.014990,0.978715,-0.006681,-0.204567,0.816381,0.216214,-0.304851,0.000053
20745,172.875000,-0.014903,0.978772,-0.006191,-0.204317,0.816342,0.216315,-0.304801,0.000079
20746,172.883333,-0.014991,0.978715,-0.006680,-0.204566,0.816380,0.216214,-0.304851,0.000053
20747,172.891667,-0.015173,0.978327,-0.006547,-0.206406,0.816745,0.216243,-0.305036,0.000611
20748,172.900000,-0.014911,0.978314,-0.006632,-0.206484,0.816789,0.216204,-0.305063,0.000561
20749,172.908333,-0.015018,0.978261,-0.006592,-0.206729,0.816774,0.216219,-0.305112,0.000563
20750,172.916667,-0.014656,0.978291,-0.006403,-0.206617,0.816988,0.216233,-0.305014,0.000530
20751,172.925000,-0.015221,0.978743,-0.006661,-0.204418,0.816311,0.216257,-0.304816,0.000073
20752,172.933333,-0.015218,0.978741,-0.006661,-0.204428,0.816309,0.216256,-0.304819,0.000074
20753,172.941667,-0.015178,0.978618,-0.007007,-0.205008,0.816554,0.216158,-0.304840,0.000073
20754,172.950000,-0.015224,0.978742,-0.006657,-0.204420,0.816310,0.216257,-0.304817,0.000073
20755,172.958333,-0.015540,0.978326,-0.006430,-0.206386,0.816711,0.216299,-0.305025,0.000645
20756,172.966667,-0.014849,0.978624,-0.006650,-0.205014,0.816437,0.216182,-0.304948,0.000055
20757,172.975000,-0.015218,0.978741,-0.006658,-0.204424,0.816310,0.216256,-0.304818,0.000074
20758,172.983333,-0.015091,0.978655,-0.006628,-0.204850,0.816370,0.216227,-0.304910,0.000073
20759,172.991667,-0.014986,0.978713,-0.006682,-0.204576,0.816379,0.216214,-0.304853,0.000054
20760,173.000000,-0.015219,0.978742,-0.006662,-0.204422,0.816310,0.216257,-0.304817,0.000074
20761,173.008333,-0.014987,0.978713,-0.006680,-0.204576,0.816379,0.216213,-0.304853,0.000055
20762,173.016667,-0.015211,0.978741,-0.006665,-0.204428,0.816314,0.216256,-0.304818,0.000073
20763,173.025000,-0.015093,0.978654,-0.006631,-0.204852,0.816370,0.216228,-0.304910,0.000073
20764,173.033333,-0.014987,0.978713,-0.006682,-0.204576,0.816379,0.216214,-0.304853,0.000054
20765,173.041667,-0.015219,0.978742,-0.006661,-0.204422,0.816310,0.216257,-0.304817,0.000074
20766,173.050000,-0.015339,0.978727,-0.006646,-0.204487,0.816326,0.216279,-0.304834,0.000069
20767,173.058333,-0.014865,0.978626,-0.006648,-0.205003,0.816440,0.216185,-0.304945,0.000054
20768,173.066667,-0.014759,0.978656,-0.006367,-0.204875,0.816620,0.216238,-0.304794,0.000084
20769,173.075000,-0.014892,0.978747,-0.006395,-0.204429,0.816563,0.216268,-0.304697,0.000083
20770,173.083333,-0.015089,0.978654,-0.006630,-0.204852,0.816370,0.216227,-0.304910,0.000073
20771,173.091667,-0.014889,0.978745,-0.006397,-0.204438,0.816561,0.216267,-0.304699,0.000084
20772,173.100000,-0.014860,0.978627,-0.006648,-0.205000,0.816440,0.216184,-0.304945,0.000054
20773,173.108333,-0.014496,0.978331,-0.007286,-0.206411,0.816642,0.216219,-0.305181,0.000513
20774,173.116667,-0.015090,0.978652,-0.006630,-0.204861,0.816369,0.216227,-0.304913,0.000074
20775,173.125000,-0.014669,0.978746,-0.006210,-0.204458,0.816413,0.216272,-0.304834,0.000059
20776,173.133333,-0.015558,0.978754,-0.006629,-0.204338,0.816262,0.216320,-0.304799,0.000087
20777,173.141667,-0.014888,0.978745,-0.006397,-0.204440,0.816561,0.216267,-0.304700,0.000084
20778,173.150000,-0.015221,0.978743,-0.006659,-0.204417,0.816311,0.216257,-0.304816,0.000073
20779,173.158333,-0.014900,0.978773,-0.006190,-0.204313,0.816343,0.216315,-0.304800,0.000079
20780,173.166667,-0.014989,0.978715,-0.006680,-0.204569,0.816380,0.216214,-0.304851,0.000054
20781,173.175000,-0.014860,0.978626,-0.006649,-0.205001,0.816440,0.216185,-0.304945,0.000054
20782,173.183333,-0.015217,0.978741,-0.006659,-0.204427,0.816309,0.216256,-0.304819,0.000074
20783,173.191667,-0.014991,0.978714,-0.006680,-0.204570,0.816380,0.216214,-0.304852,0.000054
20784,173.200000,-0.015432,0.978749,-0.007214,-0.204352,0.816446,0.216158,-0.304816,0.000066
20785,173.208333,-0.014987,0.978716,-0.006678,-0.204564,0.816381,0.216213,-0.304851,0.000053
20786,173.216667,-0.014907,0.978317,-0.006633,-0.206472,0.816791,0.216203,-0.305060,0.000561
20787,173.225000,-0.014987,0.978713,-0.006682,-0.204576,0.816379,0.216214,-0.304853,0.000054
20788,173.233333,-0.014856,0.978625,-0.006648,-0.205006,0.816438,0.216184,-0.304947,0.000054
20789,173.241667,-0.014990,0.978714,-0.006681,-0.204573,0.816380,0.216214,-0.304853,0.000054
20790,173.250000,-0.014990,0.978714,-0.006682,-0.204572,0.816380,0.216214,-0.304852,0.000054
20791,173.258333,-0.015225,0.978742,-0.006653,-0.204420,0.816310,0.216256,-0.304817,0.000073
20792,173.266667,-0.014856,0.978626,-0.006648,-0.205001,0.816439,0.216184,-0.304945,0.000054
20793,173.275000,-0.014983,0.978714,-0.006679,-0.204575,0.816379,0.216213,-0.304853,0.000054
20794,173.283333,-0.014983,0.978713,-0.006679,-0.204577,0.816379,0.216213,-0.304854,0.000055
20795,173.291667,-0.014984,0.978713,-0.006680,-0.204579,0.816379,0.216213,-0.304854,0.000055
20796,173.300000,-0.014985,0.978712,-0.006681,-0.204581,0.816379,0.216213,-0.304855,0.000055
20797,173.308333,-0.014670,0.978745,-0.006209,-0.204462,0.816412,0.216272,-0.304835,0.000059
20798,173.316667,-0.015342,0.978728,-0.006646,-0.204480,0.816327,0.216280,-0.304832,0.000068
20799,173.325000,-0.014188,0.978368,-0.006821,-0.206273,0.816681,0.216280,-0.305159,0.000514
20800,173.333333,-0.014858,0.978625,-0.006650,-0.205008,0.816439,0.216184,-0.304947,0.000054
20801,173.341667,-0.014985,0.978715,-0.006682,-0.204569,0.816380,0.216214,-0.304852,0.000054
20802,173.350000,-0.014985,0.978714,-0.006679,-0.204574,0.816379,0.216213,-0.304853,0.000054
20803,173.358333,-0.014858,0.978625,-0.006649,-0.205006,0.816439,0.216184,-0.304947,0.000054
20804,173.366667,-0.014887,0.978746,-0.006398,-0.204437,0.816562,0.216267,-0.304699,0.000084
20805,173.375000,-0.014651,0.978401,-0.007244,-0.206071,0.816613,0.216243,-0.305097,0.000565
20806,173.383333,-0.015085,0.978653,-0.006631,-0.204860,0.816369,0.216226,-0.304912,0.000074
20807,173.391667,-0.014991,0.978715,-0.006679,-0.204568,0.816380,0.216214,-0.304851,0.000054
20808,173.400000,-0.014676,0.978746,-0.006208,-0.204457,0.816413,0.216273,-0.304834,0.000059
20809,173.408333,-0.014988,0.978713,-0.006681,-0.204577,0.816379,0.216214,-0.304854,0.000054
20810,173.416667,-0.015092,0.978654,-0.006630,-0.204851,0.816370,0.216227,-0.304910,0.000073
20811,173.425000,-0.014860,0.978625,-0.006649,-0.205006,0.816439,0.216185,-0.304946,0.000054
20812,173.433333,-0.015535,0.978688,-0.007163,-0.204638,0.816436,0.216172,-0.304875,0.000086
20813,173.441667,-0.014761,0.978251,-0.006675,-0.206792,0.816820,0.216181,-0.305136,0.000513
20814,173.450000,-0.014858,0.978627,-0.006650,-0.205000,0.816439,0.216184,-0.304945,0.000054
20815,173.458333,-0.014992,0.978714,-0.006679,-0.204570,0.816380,0.216214,-0.304852,0.000054
20816,173.466667,-0.015090,0.978655,-0.006629,-0.204850,0.816370,0.216227,-0.304910,0.000073
20817,173.475000,-0.014984,0.978713,-0.006682,-0.204578,0.816379,0.216213,-0.304854,0.000055
20818,173.483333,-0.014856,0.978626,-0.006654,-0.205003,0.816440,0.216185,-0.304945,0.000054
20819,173.491667,-0.014990,0.978714,-0.006679,-0.204572,0.816380,0.216214,-0.304853,0.000054
20820,173.500000,-0.014759,0.978246,-0.006676,-0.206815,0.816817,0.216180,-0.305140,0.000515
20821,173.508333,-0.015166,0.978324,-0.006549,-0.206419,0.816743,0.216242,-0.305039,0.000612
20822,173.516667,-0.014761,0.978250,-0.006675,-0.206796,0.816819,0.216181,-0.305136,0.000513
20823,173.525000,-0.014859,0.978626,-0.006648,-0.205004,0.816439,0.216184,-0.304946,0.000054
20824,173.533333,-0.015245,0.978742,-0.006657,-0.204420,0.816311,0.216261,-0.304817,0.000073
20825,173.541667,-0.015091,0.978655,-0.006628,-0.204850,0.816370,0.216227,-0.304910,0.000073
20826,173.550000,-0.014853,0.978625,-0.006651,-0.205007,0.816438,0.216183,-0.304947,0.000055
20827,173.558333,-0.015077,0.978653,-0.006634,-0.204859,0.816373,0.216226,-0.304911,0.000073
20828,173.566667,-0.014859,0.978625,-0.006648,-0.205007,0.816438,0.216184,-0.304947,0.000055
20829,173.575000,-0.014782,0.978251,-0.006668,-0.206788,0.816821,0.216184,-0.305135,0.000512
20830,173.583333,-0.015007,0.978709,-0.006678,-0.204596,0.816376,0.216217,-0.304859,0.000056
